"company","product_type","product_name","status","date_discovered","date_retired"
"Manulife","Elite Series","Elite Life Guard 2 *
","New","29-May-2024","-"
"Manulife","Wealth Building, Education, Retirement","Elite Max 88 **
","New","29-May-2024","-"
"Manulife","Wealth Building","Elite Smart Invest *
","New","29-May-2024","-"
"Manulife","Legacy","EliteLife Signature Legacy *
","New","29-May-2024","-"
"Manulife","Wealth Building, Education, Retirement","EliteLife Signature Saver **
","New","29-May-2024","-"
"Manulife","Critical Illness","ManuEZ-CI **
","New","29-May-2024","-"
"Manulife","Medical & Hospitalisation","ManuEZ-Med **
","New","29-May-2024","-"
"Manulife","Investment-Linked Plan","ManuLink Essential/ManuLink Essential Plus *
","New","29-May-2024","-"
"Manulife","Investment-Linked Plan","ManuLink Premier&nbsp;*
","New","29-May-2024","-"
"Manulife","Investment-Linked Plan","ManuLink Wealth&nbsp;*
","New","29-May-2024","-"
"Manulife","Life Insurance for Protection, Term Life","ManuProtect **
","New","29-May-2024","-"
"Manulife","Savings, Retirement","ManuSecure Series **
","New","29-May-2024","-"
"Manulife","Life Insurance for Protection, Term Life","ManuTerm **
","New","29-May-2024","-"
"Manulife","Life Insurance for Protection, Whole life","ManuWhole Life **
","New","29-May-2024","-"
"Manulife","Investment-Linked Plan","Manulife Asset Shield<strong>&nbsp;*</strong>
","New","29-May-2024","-"
"Manulife","Critical Illness","Manulife Easy 5 **
","New","29-May-2024","-"
"Manulife","Medical & Hospitalisation","Manulife Health Saver Benefit + MHSB Booster *
","New","29-May-2024","-"
"Manulife","Medical & Hospitalisation","Manulife MediShield *
","New","29-May-2024","-"
"Manulife","Critical Illness","Manulife Precious Gift *
","New","29-May-2024","-"
"Manulife","Savings, Retirement","Manulife Universal Saver **
","New","29-May-2024","-"
"Manulife","Investment-Linked Plan","Manulife Value Enhancer *
","New","29-May-2024","-"
"Manulife","Heirloom","Signature Heirloom (VII)","New","29-May-2024","-"
"MCIS","Life Protection","EzyProtect
","New","29-May-2024","-"
"MCIS","Life Protection","SuperSeries
","New","29-May-2024","-"
"MCIS","Health and Medical Protection","LadyCare
","New","29-May-2024","-"
"MCIS","Health and Medical Protection","MaxHealth Plan
","New","29-May-2024","-"
"MCIS","Health and Medical Protection","MYEarly CriticalAid
","New","29-May-2024","-"
"MCIS","Savings","EduSecure
","New","29-May-2024","-"
"MCIS","Savings","Growth Saver
","New","29-May-2024","-"
"MCIS","Savings","MaxSaver
","New","29-May-2024","-"
"MCIS","Savings","Wealth Multiplier
","New","29-May-2024","-"
"MCIS","Savings","EzySaver
","New","29-May-2024","-"
"MCIS","Investment-Linked","M-Fortune Link
","New","29-May-2024","-"
"MCIS","Investment-Linked","PeopleLink
","New","29-May-2024","-"
"MCIS","Investment-Linked","PrimeLink
","New","29-May-2024","-"
"MCIS","Investment-Linked","SecureInvest
","New","29-May-2024","-"
"MCIS","Group Insurance","Group Term Life (GTL)
","New","29-May-2024","-"
"MCIS","Group Insurance","SME Care+
","New","29-May-2024","-"
"MCIS","Buy Online","MyCritical Cover","New","29-May-2024","-"
"MCIS","Buy Online","MyHospital Benefit","New","29-May-2024","-"
"MCIS","Buy Online","MyLife Protect","New","29-May-2024","-"
"MCIS","Buy Online","MyLifeStyle Protect","New","29-May-2024","-"
"Prudential","Medical Insurance","PRUMillion Med","New","29-May-2024","-"
"Prudential","Medical Insurance","PRUValue Med","New","29-May-2024","-"
"Prudential","Critical Illness Insurance","PRUMy Critical Care","New","29-May-2024","-"
"Prudential","Critical Illness Insurance","PRUMan & PRULady","New","29-May-2024","-"
"Prudential","Life Insurance","PRUWith You","New","29-May-2024","-"
"Prudential","Infant & Child Insurance","PRUMy Child Plus","New","29-May-2024","-"
"Prudential","My First Insurance","PRUFirst","New","29-May-2024","-"
"Prudential","Wealth Insurance","Legacy Plans","New","29-May-2024","-"
"Prudential","Wealth Insurance","Savings & Investment Plans","New","29-May-2024","-"
"Prudential","Wealth Insurance","Investment-linked Funds Information","New","29-May-2024","-"
"Prudential","EPF i-Lindung","PRUCare Life","New","29-May-2024","-"
"Prudential","EPF i-Lindung","PRUGuard Life","New","29-May-2024","-"
"Prudential","EPF i-Lindung","PRUCare Family","New","29-May-2024","-"
"Prudential","EPF i-Lindung","PRUGuard Family","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Cash Plus Assurance","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Credit Protector Plus","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","GoLife","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","GoLife Plus","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Group Amanah Saham Assurance","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Group Mortgage Level Term Assurance","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Group Mortgage Reducing Term Assurance","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Sun AutoLife","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Savings, Education","Sun EduSmart","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Investment, Retirement","Sun Income Secure Max","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Investment","Sun Prestige Life","New","29-May-2024","-"
"Sun Life","Life Insurance, Savings, Investment","Sun Save Invest","New","29-May-2024","-"
"Sun Life","Life Insurance, Savings, Retirement","Sun SaveAssured","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Savings, Investment, Retirement","Sun Shield Link","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Savings, Retirement","Sun Signature Life Plus","New","29-May-2024","-"
"Sun Life","Life Insurance, Savings, Retirement","Sun Wealth Plus","New","29-May-2024","-"
"Sun Life","Life Insurance, Health","Sun eCritical Shield","New","29-May-2024","-"
"Sun Life","Life Insurance, Health","Sun eMediCare Income","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection","Sun eSsential Life","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Investment","SunInvest","New","29-May-2024","-"
"Sun Life","Life Insurance, Protection, Investment","SunLink Max","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-iBig 2²","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-iMillion²","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-iLady²","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-iFlexSecure 2²","New","29-May-2024","-"
"Tokio Marine","Life","Perlindungan Tenang TokioMarine E-ssential Tenang³","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-TermDefender¹","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-LifeTreasure¹","New","29-May-2024","-"
"Tokio Marine","Life","Convertible Term Assurance¹","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine-iLifeSecure 2²","New","29-May-2024","-"
"Tokio Marine","Life","TokioMarine 360²","New","29-May-2024","-"
"Tokio Marine","Health","iCareGuard and iCareGuard Plus³","New","29-May-2024","-"
"Tokio Marine","Health","iMediCare³","New","29-May-2024","-"
"Tokio Marine","Health","iComprehensive CI³","New","29-May-2024","-"
"Tokio Marine","Health","TokioMarine-CriticalDefender¹","New","29-May-2024","-"
"Tokio Marine","Health","TokioMarine-MedicDefender¹","New","29-May-2024","-"
"Tokio Marine","Health","Cancer Shield Plus¹","New","29-May-2024","-"
"Tokio Marine","Health","iHealth Advance³","New","29-May-2024","-"
"Tokio Marine","Health","MedShield²","New","29-May-2024","-"
"Tokio Marine","General Savings","TokioMarine-Optimizer¹","New","29-May-2024","-"
"Tokio Marine","General Savings","TokioMarine-iRich Premier / TokioMarine-iRich²","New","29-May-2024","-"
"Tokio Marine","For Your Retirement","Asia Income Master Plus¹","New","29-May-2024","-"
"Tokio Marine","For Your Retirement","Asia Premier Endowment Plus¹","New","29-May-2024","-"
"Tokio Marine","For Your Retirement","TokioMarine-XtraCash¹","New","29-May-2024","-"
"Tokio Marine","For Education","TokioMarine-BrightFuture¹","New","29-May-2024","-"
"Tokio Marine","Employee Benefits","Group Term Life","New","29-May-2024","-"
"Tokio Marine","Employee Benefits","Group Dread Disease","New","29-May-2024","-"
"Tokio Marine","Motor","Motor Insurance","New","29-May-2024","-"
"Tokio Marine","Motor","Tokio Marine BikePro","New","29-May-2024","-"
"Tokio Marine","Motor","Tokio Marine AutoPro","New","29-May-2024","-"
"Tokio Marine","Motor","Auto Partner","New","29-May-2024","-"
"Tokio Marine","Motor","DriveSafe PA Partner","New","29-May-2024","-"
"Tokio Marine","Motor","Commercial Partner","New","29-May-2024","-"
"Tokio Marine","Motor","Motorcyclist Partner","New","29-May-2024","-"
"Tokio Marine","Personal Accident","Tokio Marine PremierUltra PA","New","29-May-2024","-"
"Tokio Marine","Personal Accident","Flexi PA Partner","New","29-May-2024","-"
"Tokio Marine","Personal Accident","UniqCare PA","New","29-May-2024","-"
"Tokio Marine","Personal Accident","AEONCare Insurance","New","29-May-2024","-"
"Tokio Marine","Travel and Sports","Tokio Marine Explorer","New","29-May-2024","-"
"Tokio Marine","Travel and Sports","Tokio Marine Annual Explorer","New","29-May-2024","-"
"Tokio Marine","Travel and Sports","Domestic Travel Partner Plus","New","29-May-2024","-"
"Tokio Marine","Travel and Sports","Travel Personal Accident","New","29-May-2024","-"
"Tokio Marine","Travel and Sports","Golfer Insurance","New","29-May-2024","-"
"Tokio Marine","Health","Premier Medic Partner","New","29-May-2024","-"
"Tokio Marine","Health","Medic Plus","New","29-May-2024","-"
"Tokio Marine","Health","Mosbite","New","29-May-2024","-"
"Tokio Marine","Home and Property","Home Partner Insurance","New","29-May-2024","-"
"Tokio Marine","Home and Property","Houseowners/ Householders","New","29-May-2024","-"
"Tokio Marine","Home and Property","Tokio Marine SecureHome","New","29-May-2024","-"
"Tokio Marine","Promotions","Motor Campaign","New","29-May-2024","-"
"Tokio Marine","Promotions","FlexiPay","New","29-May-2024","-"
"Zurich","investment, family","Zurich ValueLife Pluz","New","29-May-2024","-"
"Zurich","investment, family","Zurich ValueLife Junior","New","29-May-2024","-"
"Zurich","investment, family","Zurich ValueLife","New","29-May-2024","-"
"Zurich","investment, family","Zurich ValueLife Premier","New","29-May-2024","-"
"Zurich","investment, future","Zurich Max1nvest","New","29-May-2024","-"
"Zurich","savings, future","Zurich Prestige Cover","New","29-May-2024","-"
"Zurich","savings, future","Zurich Favour8 Guaranteed Acceptance","New","29-May-2024","-"
"Zurich","savings, future","Zurich Favour8","New","29-May-2024","-"
"Zurich","savings, future","Super Wealth Plan","New","29-May-2024","-"
"Zurich","savings, future","Teras Perdana","New","29-May-2024","-"
"Zurich","protection, health","Zurich iCare Essential","New","29-May-2024","-"
"Zurich","protection, health","Zurich iCare Medic","New","29-May-2024","-"
"Zurich","protection, health","Z-MedProtect","New","29-May-2024","-"
"Zurich","protection, health","MedicaGen 200","New","29-May-2024","-"
"Zurich","protection, health","MediLove","New","29-May-2024","-"
"Zurich","protection, health","Zurich Infinite Care","New","29-May-2024","-"
"Zurich","protection, health","MaxMedic","New","29-May-2024","-"
"Zurich","protection, health","Critical Care","New","29-May-2024","-"
"Zurich","protection, health","Critical Care Essential","New","29-May-2024","-"
"Zurich","protection, health","Early Care Critical Illness","New","29-May-2024","-"
"Zurich","protection, health","Flex Lady Critical Illness","New","29-May-2024","-"
"Zurich","protection, health","Flex Junior Critical Illness","New","29-May-2024","-"
"Zurich","protection, health","Flex Maternity Care","New","29-May-2024","-"
"Zurich","protection, health","Hospital Income Plus","New","29-May-2024","-"
"Zurich","protection, health","Hospital & Surgical Benefit","New","29-May-2024","-"
"Zurich","protection, health","Enhance Your Coverage With Our Riders","New","29-May-2024","-"
"Zurich","protection, life","Zurich ValueLife Pluz","New","29-May-2024","-"
"Zurich","protection, life","Zurich Essential Cover","New","29-May-2024","-"
"Zurich","protection, life","Zurich ValueLife Junior","New","29-May-2024","-"
"Zurich","protection, life","Zurich Prestige Cover","New","29-May-2024","-"
"Zurich","protection, life","Zurich Everlasting Cover","New","29-May-2024","-"
"Zurich","protection, life","Zurich Multi Shield","New","29-May-2024","-"
"Zurich","protection, life","Zurich ValueLife","New","29-May-2024","-"
"Zurich","protection, life","Zurich ValueLife Premier","New","29-May-2024","-"
"Zurich","protection, life","Zurich TermLife","New","29-May-2024","-"
"Zurich","protection, life","Teras Perdana","New","29-May-2024","-"
"Zurich","protection, life","Zurich SureCover","New","29-May-2024","-"
"Zurich","protection, life","Max Golden Wanita Protection","New","29-May-2024","-"
"Zurich","protection, life","PA Protector and PA Medicare","New","29-May-2024","-"
"Zurich","protection, life","Protect All 110 EVO","New","29-May-2024","-"
"Zurich","protection, life","Critical Care Premium Waiver","New","29-May-2024","-"
"Zurich","protection, life","Enhance Your Coverage With Our Riders","New","29-May-2024","-"
"Zurich","protection, safety","Personal Sentinel V3 Plus","New","29-May-2024","-"
"Zurich","protection, safety","Individual Personal Accident","New","29-May-2024","-"
"Zurich","protection, family","Zurich ValueLife Junior","New","29-May-2024","-"
"Zurich","protection, family","Zurich ValueLife Premier","New","29-May-2024","-"
"Zurich","protection, family","Zurich Prestige Cover","New","29-May-2024","-"
"Zurich","protection, family","Domestic Maid Insurance Scheme","New","29-May-2024","-"
"Zurich","protection, family","Zurich Multi Shield","New","29-May-2024","-"
"Zurich","protection, family","School Personal Accident","New","29-May-2024","-"
"Zurich","protection, property","Z-HomeProtect","New","29-May-2024","-"
"Zurich","protection, property","Fire Insurance","New","29-May-2024","-"
"Zurich","protection, vehicle","Z-Drive Assist","New","29-May-2024","-"
"Zurich","protection, vehicle","Z-Driver","New","29-May-2024","-"
"Zurich","protection, vehicle","Z-Rider","New","29-May-2024","-"
"Zurich","protection, travel","Z-Travel Insurance (International)","New","29-May-2024","-"
"Zurich","protection, travel","Z-Travel Insurance (Domestic)","New","29-May-2024","-"
"Zurich","protection, golf","Golfer’s Insurance","New","29-May-2024","-"
