"insurer","bank_name","product_type","product_name","product_description","insurance_type","discovered_place"
"Great Eastern","-","Investment","Prestige Life Rewards Series ","Key benefits
Boost your investment with a Welcome Bonus1 of up to 55%
Freedom to build your wealth the way you want
Customise your investment portfolio
Grow your legacy for the next generation, Key benefits
Receive multiplied returns of up to 8X or more1 of the total premiums paid
Build your legacy to support future generations
Enjoy the financial flexibility to fund life’s milestones
Get more out of your retirement planning with the SRS, Key benefits
High lifetime protection of up to 20 times2
Flexibility to enjoy potential returns of your investment
Luxury of customisable solution
Non-lapse privilege4, Prestige Global Health Options","Life Insurance","Insurer"
"Great Eastern","-","H&P","Prestige PACare ","Key benefits
Up to 300% payout and up to S$200 daily hospital cash benefit
Comprehensive post-accident benefits
Payouts of up to S$25,000 for fractures, dislocations or burns
Get 25% off premiums on 2nd life assured, Key benefits
Enjoy up to S$3.5 million coverage against accidents
Medical Expense Reimbursement up to S$20,000 for each & every Accident
Assurance of 24-hour emergency assistance1, worldwide
Worldwide protection that covers terrorism3
Enjoy guaranteed renewability and 5% renewal discount, Key benefits
Achieve wealth accumulation goals with a versatile plan
Adjust your portfolio according to your changing needs
Invest in a future of potentially greater returns, Protection for a lifetime, a legacy for generations","Life Insurance","Insurer"
"Great Eastern","-","Investment","Prestige Portfolio ","Key benefits
Enjoy lifetime monthly payouts up to 3.28% per annum 1
Assurance of a 100% capital guarantee
Inheritance for the next generation, Key benefits
Invest with cash or funds from your CPFIS or SRS the way you want
No lock-ins, cashflow is under your control
Customise your investment portfolio anytime, Build a lasting legacy of generational wealth, Key benefits
Global access for your medical needs
Create your plan in 4 easy steps
Rely on our experience to deliver quality","Life Insurance","Insurer"
"Great Eastern","-","Travel","TravelSmart Premier ","Greater assurance with extended coverage for COVID-19, Key benefits
Extended coverage for travel inconveniences due to COVID-19
Comprehensive worldwide protection with extensive medical coverage
Protect against unexpected travel cancellation and inconveniences
Complimentary benefits at no extra premium2","General Insurance","Insurer"
"HSBC","-","Life","DIRECT - HSBC Life Protector II","A whole life insurance plan that offers you flexible premium options, and gives you and your family a financial safety net in times of need.","Life Insurance","Insurer"
"HSBC","-","Life","DIRECT – HSBC Life – Term Lite","An affordable term life insurance plan that lets you choose the terms you want, based on your family's needs.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life Band Aid","An essential personal accident plan that provides protection against death or permanent disability due to accident, and can be customised to suit your needs.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Benefits+","A customisable, flexible employee benefits plan designed to boost your employees' overall productivity by empowering them to take charge of their health.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Benefits+ Business","A robust health benefit plan that provides your employees with comprehensive health protection and holistic wellness services.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Benefits+ International","A group healthcare plan that provides your employees with access to medical care and treatment in their hospital of choice, anywhere in the world.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Benefits+ International Max","A comprehensive healthcare plan that provides employees with worldwide medical care and treatment access; death, total and permanent disability, and terminal illness cover.","Life Insurance","Insurer"
"HSBC","-","Critical Illness","HSBC Life Cancer ReCover","An insurance plan that covers cancer and is designed to protect cancer survivors by covering recurrent or newly diagnosed cancers.","Life Insurance","Insurer"
"HSBC","-","Critical Illness","HSBC Life CritiCare for Her","A critical illness insurance plan that focuses on women's health conditions and benefits to help you on the road to recovery.","Life Insurance","Insurer"
"HSBC","-","Critical Illness","HSBC Life CritiCare for Him","A critical illness insurance plan that focuses on men's health conditions and benefits to help you on the road to recovery.","Life Insurance","Insurer"
"HSBC","-","Legacy","HSBC Life Diamond Prestige IUL","An indexed universal life plan that offers a versatile blend of life insurance and intelligent investment, empowering you to build a chain of lasting wealth for generations.","Life Insurance","Insurer"
"HSBC","-","Legacy","HSBC Life Emerald Legacy Life III","A whole life plan that offers high protection coverage, preserving wealth and growing your legacy to meet your loved ones' future needs.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Flexi Protector","An investment-linked plan that gives your family lifetime protection, and the flexibility to customise your plan to fit your family's needs and budget.","Life Insurance","Insurer"
"HSBC","-","Legacy, H&P","HSBC Life GlobalCare Health Plan","An international health insurance plan that offers you and your family optimal medical coverage wherever you may be, in Singapore or abroad.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Goal Builder","A limited-premium investment-linked plan that offers lifelong protection, welcome and loyalty bonuses, flexible withdrawal options and a range of funds to choose from.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life HappyFamily","A bundled prenatal plan that can be paired with an investment-linked plan or an eligible basic plan to protect the expectant mother, newborn and whole family.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life HappyMummy","A bundled prenatal plan that can be paired with an investment-linked plan or a whole life plan to protect both the expectant mother and newborn.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life International Exclusive","A comprehensive global medical insurance plan that gives you access to private medical care, worldwide.","Life Insurance","Insurer"
"HSBC","-","Legacy","HSBC Life Jade Legacy Universal Life Plans","A life insurance solution that is designed for individuals or business owners seeking life protection, potential wealth accumulation and the preservation of their assets.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life Prime Care","An affordable health insurance plan that provides protection to complement your existing medical insurance with lump sum benefits, hospitalisation allowance and a no-claim discount.","Life Insurance","Insurer"
"HSBC","-","Legacy","HSBC Life Private Wealth VUL","A higher coverage whole life plan that is designed to fulfill your estate, legacy and wealth accumulation needs.","Life Insurance","Insurer"
"HSBC","-","Legacy","HSBC Life Privilege Wealth VUL","A whole life plan that caters to your protection and wealth planning needs.","Life Insurance","Insurer"
"HSBC","-","Savings","HSBC Life Retirement Income II","A retirement plan that lets you tailor your retirement with regular income in your golden years and receive additional income in the event of the unexpected.","Life Insurance","Insurer"
"HSBC","-","Savings","HSBC Life Savings Protector II","An endowment insurance plan that protects your savings while providing potentially higher payouts.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life Shield","A health insurance plan that covers your hospitalisation needs, offers guaranteed renewability and a suite of value-added services to help you live well.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life SmartCare Executive","A flexible health insurance plan that can be tailored to your budget without compromising on medical coverage for you and your loved ones.","Life Insurance","Insurer"
"HSBC","-","H&P","HSBC Life SmartCare Optimum Enhanced","A medical insurance plan that provides high cover limits and added choices for comprehensive inpatient and outpatient services.","Life Insurance","Insurer"
"HSBC","-","Critical Illness","HSBC Life Super CritiCare","A holistic critical illness insurance plan that offers you multiple payouts and puts your well-being in your hands.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Term Protect Advantage","A flexible life insurance plan offering affordable protection and limited payment options that come with a surrender value when the policy is no longer needed.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life Term Protector / HSBC Life Term Protector Prime","A term life insurance plan that offers the flexibility to choose payment and policy terms, and covers you against death or terminal illness so your loved ones will be taken care of.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life ValueLife","A life insurance plan that gives you both coverage flexibility and protection cover up to age[@age-next] 99.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Wealth Abundance","An investment-linked plan that protects you and gives you the flexibility to diversify your portfolio through close to 70 world-class funds to boost your wealth.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Wealth Accelerate","An investment-linked plan that offers you 3 bonuses over your policy term and the flexibility to cater to your financial goals.","Life Insurance","Insurer"
"HSBC","-","Savings","HSBC Life Wealth Builder","A flexible savings plan that provides policy continuity so your policy cash value could potentially keep growing over the long term.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Wealth Harvest","An investment-linked plan that invests 100% of your regular premiums and further grows your wealth with bonuses.","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Wealth Invest","An investment-linked plan that offers a wide choice of funds managed by established fund managers, flexible payment options, and life cover[@invest-death].","Life Insurance","Insurer"
"HSBC","-","Investment","HSBC Life Wealth Voyage","A regular premium investment-linked plan that allows you to optimise the growth of your wealth over the medium to long-term.","Life Insurance","Insurer"
"HSBC","-","Life","HSBC Life – Life Treasure (II)","A customisable whole life insurance plan that offers you the option to multiply your sum assured and enhance your critical illness coverage.","Life Insurance","Insurer"
"Income","-","Investment","AstraLink","Build your wealth from as little as $100 a month while staying protected.","Life Insurance","Insurer"
"Income","-","To be filled","Business Insurance Package","Protect your business enterprise against various risks such as fire, theft and work injury compensation.","To be filled","Insurer"
"Income","-","H&P","Care Secure (CareShield Life Supplement)","Supplement your CareShield Life plan with enhanced long-term coverage against moderate and severe disabilities.","Life Insurance","Insurer"
"Income","-","H&P","Co-Pay Assist Plan","A group insurance policy that complements your Comprehensive Co-payment Scheme (CCS) to lessen out-of-pocket medical expenses.","Life Insurance","Insurer"
"Income","-","Life","Complete Cancer Care","A term life insurance plan that provides comprehensive support every step of the way, from diagnosis to remission.","Life Insurance","Insurer"
"Income","-","Life","Complete Critical Protect","Receive continuous protection against dread disease from diagnosis to recovery.","Life Insurance","Insurer"
"Income","-","To be filled","Contractor Suite","Affordable, comprehensive coverage for SME Contractors to cover renovation, service and small construction projects.","To be filled","Insurer"
"Income","-","Life","Corporatised Entities Group Insurance Scheme","Affordable insurance for employees of corporatised organisations and their families.","Life Insurance","Insurer"
"Income","-","Life","DIRECT Star Protect Pro","Get coverage for death, terminal illness and total and permanent disability (TPD before age 65). Get it online at your convenience - anytime, anywhere.","Life Insurance","Insurer"
"Income","-","Life","DIRECT Star Term","Term insurance coverage for death, terminal illness and total and permanent disability (TPD before age 65).","Life Insurance","Insurer"
"Income","-","Life","DIRECT Star Term (Non-Renewable)","Term insurance coverage for death, terminal illness and total and permanent disability (TPD before age 65).","Life Insurance","Insurer"
"Income","-","Life","DIRECT Star Term (Renewable)","Term insurance coverage for death, terminal illness and total and permanent disability (TPD before age 65).","Life Insurance","Insurer"
"Income","-","Misc.","Domestic Helper Insurance","Protect your helper with high coverage at affordable premiums with our Maid Insurance.","General Insurance","Insurer"
"Income","-","Motor","DrivoTM Car Insurance","Greater peace of mind on the road with Drivo™ Car Insurance.","General Insurance","Insurer"
"Income","-","To be filled","Employees FlexCare","Protecting your employees with 24-hour worldwide coverage.","To be filled","Insurer"
"Income","-","Home","Enhanced Home Insurance","Protect your home and its contents from fire, theft and other damages with comprehensive cover.","General Insurance","Insurer"
"Income","-","H&P","Enhanced IncomeShield","Your reliable healthcare partner that provides unlimited lifetime coverage for your medical and hospitalisation expenses.","Life Insurance","Insurer"
"Income","-","To be filled","Event Liability Insurance","Cover accidental bodily injury & property damage due to negligence arising out of or in connection with events you organise.","To be filled","Insurer"
"Income","-","Life","Family Protect","An affordable plan designed for the sandwiched generation to support your loved ones if the unfavourable happens to you.","Life Insurance","Insurer"
"Income","-","To be filled","Foreign Worker Security Bond","This is a form of Security Guarantee provided to the Controller of Immigration. It is compulsory to purchase for each non-Malaysian foreign worker.","To be filled","Insurer"
"Income","-","Savings","Gro Annuity Pro","A single premium insurance savings plan that gives you lifetime annuity payouts during your retirement years.","Life Insurance","Insurer"
"Income","-","Savings","Gro Capital Ease","Register your interest for the next launch. Watch this space for updates!","Life Insurance","Insurer"
"Income","-","Savings","Gro Cash Flex Pro","A flexible insurance savings plan that gives you yearly cash payouts from the end of the 2nd policy year!","Life Insurance","Insurer"
"Income","-","Savings","Gro Cash Plus","Make your savings plus-sized with capital guaranteed[1] from the end of the 3rd policy year.","Life Insurance","Insurer"
"Income","-","Savings","Gro Cash Sure","An insurance savings plan that comes with a capital guarantee and provides a lifetime of cash payouts upon the end of the premium term.","Life Insurance","Insurer"
"Income","-","Savings","Gro Power Saver Pro","Grow your wealth with a 12-year insurance savings plan where you pay for only three years with Premium Privilege.","Life Insurance","Insurer"
"Income","-","Savings","Gro Retire Flex Pro","Live your desired retirement lifestyle with a flexible insurance savings plan that lets you enjoy a steady stream of income when you retire.","Life Insurance","Insurer"
"Income","-","Savings","Gro Saver Flex Pro","Customise your insurance savings plan to best meet your financial needs and receive protection coverage.","Life Insurance","Insurer"
"Income","-","To be filled","Group Personal Accident","Give your employees 24-hour worldwide coverage against accidental death or disability.","To be filled","Insurer"
"Income","-","To be filled","Group Personal Accident Insurance for Students","A group personal accident plan for kindergarten, primary school, secondary school and junior college students.","To be filled","Insurer"
"Income","-","To be filled","Group Personal Accident for MOE Personnel","A Group Personal Accident plan that complements your MOE WICA and IM2J cover.","To be filled","Insurer"
"Income","-","To be filled","Group Term Life","Give your employees 24-hour worldwide coverage against death and total and permanent disability.","To be filled","Insurer"
"Income","-","Misc.","Happy Tails Pet Insurance","Here's how Happy Tails Pet Insurance protects your pet.","General Insurance","Insurer"
"Income","-","Life","HomeTeamNS Insurance Scheme and HomeTeamNS Living Policy","Affordable insurance for HomeTeamNS members that provides coverage for death, permanent disablement and more.","Life Insurance","Insurer"
"Income","-","H&P","Hospital Care Insurance","Recover without financial worries with daily hospital cash benefit in the event of hospitalisation.","Life Insurance","Insurer"
"Income","-","H&P","IncomeShield","A medical insurance plan that covers hospital and surgical expenses and can be paid with your MediSave account.","Life Insurance","Insurer"
"Income","-","H&P","IncomeShield Standard Plan","Your reliable healthcare partner that provides affordable protection for your medical and hospitalisation expenses in the Class B1 ward.","Life Insurance","Insurer"
"Income","-","H&P","Integrated Shield Plans for Public Officers","Enhance your MediShield Life coverage with a medical and hospital insurance plan at discounted premiums.","Life Insurance","Insurer"
"Income","-","Investment","Invest Flex","Build your wealth with a flexible investment-linked plan tailored to today's unpredictable times.","Life Insurance","Insurer"
"Income","-","Investment","Invest Flex Vantage","Invest flexibly and have the opportunity to receive potential income streams from the 1st policy year with dividend-paying funds[1].","Life Insurance","Insurer"
"Income","-","To be filled","Junior Protection Plan","A group personal accident plan that kindergartens, childcare centres, day care centres, preschool centres, before and after school care centres, tuition centres or enrichment centres can purchase for their students.","To be filled","Insurer"
"Income","-","Life","LUV","Affordable Term Life Insurance for NTUC members that provides coverage for death, permanent disability, and more.","Life Insurance","Insurer"
"Income","-","Life","Lady 360","A comprehensive yet affordable protection plan designed for women.","Life Insurance","Insurer"
"Income","-","Savings","Luxe Plus Solitaire","Lifetime insurance coverage that provides monthly cash payouts with a single premium.","Life Insurance","Insurer"
"Income","-","H&P","Managed Healthcare System","Covers visits to our panel of general practitioners and specialists, as well as hospitalisation and emergency treatment expenses.","Life Insurance","Insurer"
"Income","-","H&P","Managed Healthcare System - Outpatient Plan","Covers outpatient visits to our panel of general practitioners and specialists, as well as emergency treatment expenses.","Life Insurance","Insurer"
"Income","-","Life","Maternity 360","Get three years of comprehensive maternity insurance for you and your baby with just a single premium.","Life Insurance","Insurer"
"Income","-","To be filled","Medical Indemnity Insurance","An insurance plan designed for doctors to cover legal liabilities arising from medical negligence.","To be filled","Insurer"
"Income","-","Life","Mortgage Term","Protect your loved ones from having to bear any outstanding mortgage loans in unexpected events.","Life Insurance","Insurer"
"Income","-","Motor","Motorcycle Insurance","Safeguard your ride with affordable and comprehensive coverage, plus exclusive value-added services.","General Insurance","Insurer"
"Income","-","Life","OCBC Protect","For just 52 cents[1] a day, OCBC cardholders can get affordable insurance coverage.","Life Insurance","Insurer"
"Income","-","H&P","PA Assurance","Buy comprehensive personal accident coverage against unexpected injuries. Get up to 250,000^ STAR$® now!","Life Insurance","Insurer"
"Income","-","H&P","PA Fitness Protect","Accident protection for fitness fanatics, plus third-party liability and sports equipment coverage.","Life Insurance","Insurer"
"Income","-","H&P","PA Guard","Protect yourself against injuries from accidents and enjoy flexible coverage to suit your lifestyle.","Life Insurance","Insurer"
"Income","-","H&P","PA Secure","Enjoy affordable personal accident coverage for you and your family.","Life Insurance","Insurer"
"Income","-","H&P","PrimeShield","Complement your Basic ElderShield protection with enhanced long-term coverage against severe disability.","Life Insurance","Insurer"
"Income","-","Life","Provenance Solitaire","Preserve your family’s heritage and safeguard your loved ones, with just a single premium.","Life Insurance","Insurer"
"Income","-","Life","SAFRA Essential Term and SAFRA Living Care","Affordable insurance for SAFRA members that provides coverage for death, permanent disability and more.","Life Insurance","Insurer"
"Income","-","H&P","SilverCare Insurance","Enjoy your silver years with coverage against medical, home-care services, rehabilitation and caregiver training expenses incurred due to an accident.","Life Insurance","Insurer"
"Income","-","H&P","SpecialCare (Autism) Insurance","Get coverage for medical expenses due to accidents and infectious diseases for individuals with autism.","Life Insurance","Insurer"
"Income","-","H&P","SpecialCare (Down Syndrome) Insurance","Get coverage for medical expenses due to accidents and infectious diseases for individuals with Down Syndrome.","Life Insurance","Insurer"
"Income","-","Life","Star Secure Pro","Get protection against death, total and permanent disability, and terminal illness, plus mental conditions, with the Early Life Accelerator rider add-on.","Life Insurance","Insurer"
"Income","-","Life","Star Term Protect","Term coverage against death, terminal illness, and total and permanent disability at affordable premiums.","Life Insurance","Insurer"
"Income","-","Life","TermLife Solitaire","Protect your financial legacy with a coverage of at least $500,000.","Life Insurance","Insurer"
"Income","-","Travel","Travel Insurance","Our travel insurance plans protect you for travel delay, trip cancellations and more.","General Insurance","Insurer"
"Income","-","Savings","Wealth Plus Solitaire","Receive lifetime monthly cash payouts and insurance coverage with just a single premium.","Life Insurance","Insurer"
"Income","-","Investment","WealthLink","Achieve your investment goals through our fund range while receiving the protection you need.","Life Insurance","Insurer"
"Income","-","To be filled","WorkMedic","Protecting your foreign worker employees with 24-hour coverage against death and accidents.","To be filled","Insurer"
"Income","-","To be filled","i-MediCare","Customised your employee’s coverage to suit their protection needs.","To be filled","Insurer"
"Manulife","-","Life","LifeReady Plus (II)","Boost your coverage up to 5x, till age 70 or 80","Life Insurance","Insurer"
"Manulife","-","Life","ManuProtect Term (II)","Afforable and customisable coverage up to age 85","Life Insurance","Insurer"
"Manulife","-","Life","ManuProtect Decreasing (II)","Insurance for mortgage loan protection","Life Insurance","Insurer"
"Manulife","-","Life","DIRECT- ManuAssure Term","Up to S$400,000 coverage with optional add-ons","Life Insurance","Insurer"
"Manulife","-","Life","DIRECT-ManuAssure Life","Up to S$200,000 coverage with optional add-ons","Life Insurance","Insurer"
"Manulife","-","H&P","ReadyMummy","Covers mother against 14 pregnancy complications ","Life Insurance","Insurer"
"Manulife","-","H&P","ReadyProtect","Afforable protection with up to S$1 million coverage","Life Insurance","Insurer"
"Manulife","-","H&P","Manulife CI FlexiCare","Covers 126 critical illnesses (CI) conditions","Life Insurance","Insurer"
"Manulife","-","H&P","Critical SelectCare","Covers selected critical illnesses & special conditions","Life Insurance","Insurer"
"Manulife","-","Savings","Manulife IncomeGen (II)","Provides you a stream of monthly income up to age 120","Life Insurance","Insurer"
"Manulife","-","Savings","Manulife Goal 2024 (III)","A 3-year single premium endowment plan with 100% capital guaranteed at maturity","Life Insurance","Insurer"
"Manulife","-","Savings","RetireReady Plus (III)","A plan for retirement, for the golden years you’ve always dreamed of","Life Insurance","Insurer"
"Manulife","-","Savings","ReadyBuilder (II)","Assemble your finances with the right building blocks","Life Insurance","Insurer"
"Manulife","-","Savings","Manulife GrowSecure","Wealth accumulation with a lump sum payout at policy maturity","Life Insurance","Insurer"
"Manulife","-","Savings","Manulife IncomeSecure","Provides yearly income stream as you craft a meaningful gift for your loved ones. ","Life Insurance","Insurer"
"Manulife","-","Investment","Manulife InvestReady Growth","Grow your wealth portfolio with flexibility and added bonuses","Life Insurance","Insurer"
"Manulife","-","Investment","Manulife SmartRetire (V)","Be in control to plan for your desired retirement","Life Insurance","Insurer"
"Manulife","-","Investment","Manulife InvestReady (III)","Diversify your portfolio with access to a diverse range of funds","Life Insurance","Insurer"
"Manulife","-","Investment","Manulink Investor (II)","Investment plan with a wide suite of professionally-managed funds to invest in.","Life Insurance","Insurer"
"Manulife","-","Investment","ManuInvest Duo","Accumulate your wealth while protecting your lifestyle.","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Legacy Growth (USD)","Seamlessly transfer your policy to future generations","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Indexed Universal Life Select (II)","Earn potentially higher returns with downside protection","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Income Series","Receive monthly income from policy month 37/49, till age 120","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Life Series","Payment flexibility in SGD/USD","Life Insurance","Insurer"
"Manulife","-","Legacy","Heirloom (VII)","Flexibility to customise your wealth distribution","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Lifetime Rewards (II) (SGD)","Receive monthly income from policy month 13, up to age 120","Life Insurance","Insurer"
"Manulife","-","Legacy","Signature Wealth","Safeguard your legacy with whole life coverage","Life Insurance","Insurer"
